X,Y,Z
1.307692278463106916e+01,7.676922905330474833e+00,2.850135859111926351e+00
1.292307663422364428e+01,7.723076750452701589e+00,2.850135859111926351e+00
1.292307663422364428e+01,7.723076750452701589e+00,2.850135859111926351e+00
1.276923048381621939e+01,7.769230595574929232e+00,2.850135859111926351e+00
1.261538433340879628e+01,7.815384440697156876e+00,2.850135859111926351e+00
1.246153818300137139e+01,7.861538285819383631e+00,2.850135859111926351e+00
1.230769203259394828e+01,7.907692130941610387e+00,2.850135859111926351e+00
1.215384588218652340e+01,7.953845976063838030e+00,2.850135859111925907e+00
1.215384588218652340e+01,7.953845976063838030e+00,2.850135859111926351e+00
1.199999973177909851e+01,7.999999821186065674e+00,2.850135859111926351e+00
1.196111084375944422e+01,8.149999817833304405e+00,1.824470422933539115e+00
1.192222195573978993e+01,8.299999814480543137e+00,1.824470422933539115e+00
1.188333306772013565e+01,8.449999811127781868e+00,1.824470422933539115e+00
1.184444417970048136e+01,8.599999807775020599e+00,1.824470422933538893e+00
1.180555529168082707e+01,8.749999804422259331e+00,1.824470422933538893e+00
1.176666640366117278e+01,8.899999801069498062e+00,1.824470422933538893e+00
1.172777751564151671e+01,9.049999797716736794e+00,1.824470422933538893e+00
1.168888862762186243e+01,9.199999794363975525e+00,1.824470422933538893e+00
1.168888862762186243e+01,9.199999794363975525e+00,1.824470422933538893e+00
1.164999973960220814e+01,9.349999791011214256e+00,1.824470422933539560e+00
1.161111085158255385e+01,9.499999787658452988e+00,1.824470422933539560e+00
1.157222196356289956e+01,9.649999784305691719e+00,1.824470422933539560e+00
1.157222196356289956e+01,9.649999784305691719e+00,1.824470422933539560e+00
1.153333307554324527e+01,9.799999780952930450e+00,1.824470422933539782e+00
1.149444418752359098e+01,9.949999777600169182e+00,1.824470422933539782e+00
1.145555529950393669e+01,1.009999977424740791e+01,1.824470422933540004e+00
1.141666641148428241e+01,1.024999977089464664e+01,1.824470422933539115e+00
1.141666641148428241e+01,1.024999977089464664e+01,1.824470422933539115e+00
1.141666641148428241e+01,1.024999977089464664e+01,1.824470422933539115e+00
1.141666641148428241e+01,1.024999977089464664e+01,1.824470422933539338e+00
1.137777752346462634e+01,1.039999976754188538e+01,1.824470422933539560e+00
