x,y,theta
49.99999888241291,11.599999740719795,0.0
50.136362515728585,11.656363375823606,0.3053427605578455
50.27272614904425,11.712727010927416,0.22094832974790826
50.40908978235993,11.769090646031229,0.13982236878419332
50.545453415675595,11.82545428113504,0.06277455526732523
50.68181704899127,11.88181791623885,-0.00965487240460547
50.81818068230694,11.93818155134266,-0.07717972158974465
50.95454431562261,11.994545186446471,-0.13972864455862985
51.09090794893828,12.050908821550282,-0.19739555984988075
51.227271582253955,12.107272456654094,-0.24094100000807722
51.36363521556962,12.163636091757905,-0.2900447649164562
51.4999988488853,12.219999726861715,-0.40782661254991154
51.562498847488314,12.092499729711562,-0.559310799306334
51.62499884609133,11.96499973256141,-0.7508122317795042
51.687498844694346,11.837499735411257,-0.9807361129824185
51.74999884329736,11.709999738261104,-1.232101607446396
51.81249884190038,11.58249974111095,-1.4757214572425579
51.874998840503395,11.454999743960798,-1.687123310484628
51.93749883910641,11.327499746810645,-1.8577605101353447
51.99999883770943,11.199999749660492,-1.9911121130767067
51.86666550735632,11.141333084305128,-2.0947665336365144
51.73333217700323,11.082666418949763,-2.176029779019578
51.599998846650124,11.0239997535944,-2.2658692974030923
51.46666551629702,10.965333088239033,-2.350078358504598
51.333332185943924,10.906666422883669,-2.453551179721814
51.19999885559082,10.847999757528305,-2.551164832484977
51.06666552523772,10.78933309217294,-2.6417213022682207
50.93333219488462,10.730666426817576,-2.7246422777300676
50.79999886453152,10.671999761462212,-2.7998576032410827
50.666665534178414,10.613333096106848,-2.8676568917706313
50.53333220382532,10.554666430751483,-2.891804495929254
50.399998873472214,10.495999765396117,-2.916090420062894
50.26666554311911,10.437333100040753,-2.9404869945126664
50.133332212766014,10.378666434685389,-2.964965771265204
49.99999888241291,10.319999769330025,-2.9894977171544856
49.85714174274887,10.332856911899787,-3.014053417380796
49.714284603084835,10.345714054469552,-3.0386032858396983
49.5714274634208,10.358571197039314,-3.0631177785285852
49.428570323756766,10.371428339609079,-3.099450386973045
49.28571318409273,10.384285482178841,-3.1357816508282763
49.14285604442869,10.397142624748605,3.1111693909823424
48.99999890476465,10.409999767318368,3.075126254429407
48.857141765100614,10.42285690988813,3.03936541042559
48.71428462543658,10.435714052457895,3.003973726645891
48.57142748577254,10.448571195027657,2.969032605062356
48.42857034610851,10.461428337597422,2.9572137975117694
48.28571320644447,10.474285480167184,2.9461267991283044
48.14285606678043,10.487142622736949,2.935024825796289
47.999998927116394,10.499999765306711,2.9239105887534933
47.86210830519849,10.548117048181822,2.9127868173440685
47.724217683280585,10.596234331056936,2.901656255030406
47.58632706136268,10.644351613932049,2.8905216553528494
47.44843643944478,10.69246889680716,2.879385777852088
47.31054581752687,10.740586179682271,2.8682513839692803
47.17265519560897,10.788703462557384,2.857121232939104
47.034764573691064,10.836820745432497,2.845998077691021
46.89687395177316,10.884938028307609,2.834884660773922
46.762493374419655,10.930150647324464,2.8237837103192405
46.62811279706615,10.975363266341317,2.812697936057261
46.49373221971265,11.02057588535817,2.8132350548837124
46.35935164235915,11.065788504375025,2.812411835070263
46.22497106500565,11.11100112339188,2.8115873836941825
46.09059048765214,11.156213742408733,2.8107616991130286
45.95620991029864,11.201426361425586,2.809934779686167
45.821829332945136,11.246638980442441,2.8091066237748077
45.68744875559163,11.291851599459296,2.808277229742041
45.55306817823813,11.337064218476149,2.807446595952869
45.41868760088463,11.382276837493002,2.8060838197816267
45.28430702353113,11.427489456509857,2.804722899976215
45.14992644617762,11.472702075526712,2.8033638377769448
45.01554586882412,11.517914694543565,2.802006634393295
44.880581028090816,11.567648575462105,2.8006512910040398
44.74561618735752,11.617382456380644,2.7992978087573994
44.610651346624216,11.667116337299184,2.7979461887711627
44.47568650589092,11.716850218217722,2.7965964321328314
44.340721665157616,11.766584099136262,2.7952485398997484
44.20575682442431,11.816317980054801,2.7939025130992423
44.07079198369102,11.866051860973341,2.7925583527287627
43.93582714295771,11.915785741891881,2.791216059756014
43.80086230222442,11.96551962281042,2.7898756351191016
43.66589746149111,12.01525350372896,2.789545030786695
43.53093262075781,12.064987384647498,2.7905625417075206
43.39596778002451,12.114721265566038,2.791589747004982
43.26100293929121,12.164455146484578,2.792626783688551
43.12603809855791,12.214189027403117,2.7936737913183496
42.99107325782461,12.263922908321657,2.7947309120636965
42.856108417091306,12.313656789240197,2.795798290763255
42.72114357635801,12.363390670158735,2.7963963254813837
42.586178735624706,12.413124551077274,2.796993284739993
42.45121389489141,12.462858431995814,2.797589171013195
42.316249054158106,12.512592312914354,2.798183986769259
42.19355374440056,12.55457545914429,2.798777734470626
42.070858434643014,12.596558605374225,2.7993704165739155
41.94816312488547,12.638541751604162,2.7999620355299273
41.82546781512792,12.680524897834099,2.8005525937836593
41.702772505370376,12.722508044064035,2.8011420937743043
41.58007719561283,12.76449119029397,2.8017305379352653
41.457381885855284,12.806474336523907,2.8023179286941624
41.319349662378045,12.855454673792165,2.8029042684728376
41.181317438900805,12.904435011060425,2.803489559687366
41.043285215423566,12.953415348328683,2.804073804748061
40.90525299194633,13.002395685596941,2.803561661820978
40.76722076846909,13.051376022865199,2.8030552670054814
40.62918854499185,13.100356360133457,2.7992994567986655
40.49115632151461,13.149336697401717,2.7955922694617166
40.35312409803737,13.198317034669975,2.7919328668024157
40.21509187456013,13.247297371938233,2.788320426977507
40.07705965108289,13.296277709206493,2.7847541441990504
39.93902742760565,13.34525804647475,2.7816017166676175
39.80099520412841,13.394238383743009,2.778455392249069
39.66296298065117,13.443218721011267,2.7753152153485257
39.524930757173934,13.492199058279525,2.7721812297128214
39.386898533696694,13.541179395547784,2.769053478429988
39.248866310219455,13.590159732816042,2.7659320039288975
39.111460714332374,13.64931306177888,2.762816847979051
38.9740551184453,13.708466390741718,2.724525229573873
38.83664952255822,13.767619719704555,2.6849535285786863
38.69924392667114,13.826773048667393,2.6441664392604594
38.56183833078406,13.88592637763023,2.6022487962235226
38.42443273489698,13.945079706593067,2.5593060133980754
38.2870271390099,14.004233035555904,2.5154637595090543
38.14962154312283,14.063386364518742,2.470866764476751
38.012215947235745,14.12253969348158,2.425676707782314
37.874810351348664,14.181693022444417,2.3800692129125016
37.73740475546159,14.240846351407255,2.336893281016779
37.59999915957451,14.299999680370092,2.2934565244153737
37.5562491605524,14.437499677296728,2.249921351887292
37.512499161530286,14.574999674223363,2.2064523900301407
37.468749162508175,14.712499671149999,2.163212771729015
37.42499916348606,14.849999668076634,2.1203605080532317
37.38124916446395,14.98749966500327,2.078045142102577
37.33749916544184,15.124999661929905,2.038283825047974
37.29374916641973,15.262499658856541,1.9993271285729353
37.24999916739762,15.399999655783176,1.9612652708782234
37.20624916837551,15.537499652709812,1.924174050504515
37.162499169353396,15.674999649636447,1.888114810021248
37.118749170331284,15.812499646563083,1.8899645953335185
